REGION,DISTRICT,YEAR,CROP,AREA (HA),YIELD (MT/HA),PRODUCTION (MT)
EASTERN,ASUOGYAMAN,2012,COCOYAM, 40.00 , 5.00 , 200.00 
EASTERN,LOWER MANYA KROBO,2012,COCOYAM, 50.00 , 7.00 , 350.00 
EASTERN,UPPER MANYA KROBO,2012,COCOYAM, 78.00 , 7.00 , 546.00 
EASTERN,BIRIM SOUTH,2012,PLANTAIN," 3,620.00 ", 10.60 ," 38,372.00 "
EASTERN,BIRIM CENTRAL,2012,PLANTAIN," 4,960.00 ", 10.60 ," 52,576.00 "
EASTERN,WEST AKIM,2012,PLANTAIN," 9,704.00 ", 10.01 ," 97,137.04 "
EASTERN,SUHUM KRABOA COALTAR,2012,PLANTAIN," 7,600.00 ", 8.90 ," 67,640.00 "
EASTERN,AKUAPIM SOUTH,2012,PLANTAIN," 1,550.00 ", 9.40 ," 14,570.00 "
EASTERN,AKUAPIM NORTH,2012,PLANTAIN," 1,547.00 ", 9.50 ," 14,696.50 "
EASTERN,NEW JUABEN,2012,PLANTAIN, 836.00 , 10.60 ," 8,861.60 "
EASTERN,YILO KROBO,2012,PLANTAIN, 597.00 , 9.30 ," 5,552.10 "
EASTERN,EAST AKIM,2012,PLANTAIN," 4,963.00 ", 10.40 ," 51,615.20 "
EASTERN,ATIWA,2012,PLANTAIN," 8,094.00 ", 8.35 ," 67,584.90 "
EASTERN,KWAEBIBIREM,2012,PLANTAIN," 5,865.00 ", 10.00 ," 58,650.00 "
EASTERN,BIRIM NORTH,2012,PLANTAIN," 4,401.00 ", 10.52 ," 46,298.52 "
EASTERN,AKYEMANSA,2012,PLANTAIN," 6,333.00 ", 9.90 ," 62,696.70 "
EASTERN,KWAHU WEST,2012,PLANTAIN," 2,415.00 ", 10.50 ," 25,357.50 "
EASTERN,KWAHU SOUTH,2012,PLANTAIN," 4,440.00 ", 9.40 ," 41,736.00 "
EASTERN,KWAHU EAST,2012,PLANTAIN," 3,055.00 ", 9.40 ," 28,717.00 "
EASTERN,FANTEAKWA,2012,PLANTAIN," 13,705.00 ", 10.50 ," 143,902.50 "
EASTERN,AFRAM PLAINS,2012,PLANTAIN, 150.00 , 6.90 ," 1,035.00 "
EASTERN,ASUOGYAMAN,2012,PLANTAIN, 906.00 , 8.30 ," 7,519.80 "
EASTERN,LOWER MANYA KROBO,2012,PLANTAIN, 248.00 , 9.60 ," 2,380.80 "
EASTERN,UPPER MANYA KROBO,2012,PLANTAIN, 388.00 , 9.80 ," 3,802.40 "
EASTERN,KWAHU SOUTH,2012,GROUNDNUT, 855.00 , 1.40 ," 1,197.00 "
EASTERN,KWAHU EAST,2012,GROUNDNUT, 827.00 , 1.35 ," 1,116.45 "
EASTERN,FANTEAKWA,2012,GROUNDNUT, 387.00 , 1.00 , 387.00 
EASTERN,AFRAM PLAINS,2012,GROUNDNUT," 8,240.00 ", 1.40 ," 11,536.00 "
EASTERN,NEW JUABEN,2012,COWPEA, 58.00 , 1.20 , 69.60 
EASTERN,YILO KROBO,2012,COWPEA, 29.00 , 1.20 , 34.80 
EASTERN,KWAHU SOUTH,2012,COWPEA, 22.00 , 0.81 , 17.82 
EASTERN,KWAHU EAST,2012,COWPEA, 13.00 ,, -   
EASTERN,FANTEAKWA,2012,COWPEA, 658.00 , 1.00 , 658.00 
EASTERN,AFRAM PLAINS,2012,COWPEA," 1,170.00 ", 1.30 ," 1,521.00 "
EASTERN,LOWER MANYA KROBO,2012,COWPEA, 43.00 , 1.20 , 51.60 
EASTERN,UPPER MANYA KROBO,2012,COWPEA, 67.00 , 1.20 , 80.40 
VOLTA,NKWANTA NORTH,2012,SORGHUM, 284.00 , 1.21 , 343.64 
VOLTA,NKWANTA SOUTH,2012,SORGHUM, 322.00 , 1.03 , 331.66 
VOLTA,KRACHI WEST,2012,SORGHUM," 2,584.00 ", 1.12 ," 2,894.08 "
VOLTA,KRACHI EAST,2012,SORGHUM," 1,297.12 ", 1.40 ," 1,815.97 "
VOLTA,KPANDO MUNICIPAL (NORTH DAYI),2012,COCOYAM, 100.00 , 6.22 , 622.00 
VOLTA,SOUTH DAYI,2012,COCOYAM, 120.30 , 5.09 , 612.33 
VOLTA,HOHOE MUNICIPAL,2012,COCOYAM, 218.00 , 3.20 , 697.60 
VOLTA,JASIKAN,2012,COCOYAM, 722.50 , 10.65 ," 7,694.63 "
VOLTA,BIAKOYE,2012,COCOYAM," 1,409.00 ", 10.53 ," 14,836.77 "
VOLTA,KADJEBI,2012,COCOYAM," 2,345.50 ", 8.50 ," 19,936.75 "
VOLTA,NKWANTA NORTH,2012,COCOYAM, 419.00 , 5.70 ," 2,388.30 "
VOLTA,NKWANTA SOUTH,2012,COCOYAM, 455.00 , 5.45 ," 2,479.75 "
VOLTA,KRACHI WEST,2012,COCOYAM, 66.50 , 3.50 , 232.75 
VOLTA,KRACHI EAST,2012,COCOYAM, 108.00 , 4.52 , 488.16 
VOLTA,HO MUNICIPAL,2012,COCOYAM, 454.50 , 3.64 ," 1,654.38 "
VOLTA,ADAKLU ANYIGBE,2012,COCOYAM, 21.00 , 5.00 , 105.00 
VOLTA,KPANDO MUNICIPAL (NORTH DAYI),2012,PLANTAIN, 229.00 , 5.99 ," 1,371.71 "
VOLTA,SOUTH DAYI,2012,PLANTAIN, 177.00 , 7.33 ," 1,297.41 "
VOLTA,HOHOE MUNICIPAL,2012,PLANTAIN, 667.00 , 5.30 ," 3,535.10 "
VOLTA,JASIKAN,2012,PLANTAIN," 3,390.00 ", 8.91 ," 30,204.90 "
VOLTA,BIAKOYE,2012,PLANTAIN," 1,083.00 ", 8.93 ," 9,671.19 "
VOLTA,KADJEBI,2012,PLANTAIN," 2,638.90 ", 7.80 ," 20,583.42 "
VOLTA,NKWANTA NORTH,2012,PLANTAIN, 280.00 , 7.12 ," 1,993.60 "
VOLTA,NKWANTA SOUTH,2012,PLANTAIN, 245.00 , 6.80 ," 1,666.00 "
VOLTA,KRACHI WEST,2012,PLANTAIN, 130.00 , 5.20 , 676.00 
VOLTA,KRACHI EAST,2012,PLANTAIN, 216.00 , 6.14 ," 1,326.24 "
VOLTA,HO MUNICIPAL,2012,PLANTAIN, 301.00 , 10.44 ," 3,142.44 "
VOLTA,ADAKLU ANYIGBE,2012,PLANTAIN, 20.90 , 5.39 , 112.65 
VOLTA,NORTH TONGU,2012,COWPEA, 17.00 , 1.46 , 24.82 
VOLTA,AKATSI,2012,COWPEA, 683.00 , 2.23 ," 1,523.09 "
VOLTA,KETA MUNICIPAL,2012,COWPEA, 508.00 , 0.85 , 431.80 
VOLTA,NKWANTA NORTH,2012,COWPEA, 501.00 , 1.15 , 576.15 
VOLTA,NKWANTA SOUTH,2012,COWPEA, 783.00 , 1.37 ," 1,072.71 "
VOLTA,KRACHI WEST,2012,COWPEA, 252.00 , 1.35 , 340.20 
ASHANTI,BEKWAI MUNICIPAL (AMANSIE EAST),2012,COCOYAM," 1,249.00 ", 7.59 ," 9,479.91 "
ASHANTI,BOSOME FREHO,2012,COCOYAM," 1,400.00 ", 6.00 ," 8,400.00 "
ASHANTI,AMANSIE CENTRAL,2012,COCOYAM," 1,450.00 ", 6.50 ," 9,425.00 "
ASHANTI,AMANSIE WEST,2012,COCOYAM," 1,249.00 ", 7.59 ," 9,479.91 "
ASHANTI,EJURA SEKYEREDUMASE,2012,COCOYAM, 28.00 , 4.50 , 126.00 
ASHANTI,MAMPONG MUNICIPAL (SEKYERE WEST) ,2012,COCOYAM, 750.00 , 6.00 ," 4,500.00 "
ASHANTI,SEKYERE CENTRAL,2012,COCOYAM," 1,300.00 ", 6.50 ," 8,450.00 "
ASHANTI,SEKYERE EAST,2012,COCOYAM," 1,400.00 ", 6.00 ," 8,400.00 "
ASHANTI,SEKYERE AFRAM PLAINS,2012,COCOYAM, 578.00 , 5.80 ," 3,352.40 "
ASHANTI,SEKYERE SOUTH,2012,COCOYAM," 2,130.00 ", 6.50 ," 13,845.00 "
ASHANTI,AFIGYA KWABRE,2012,COCOYAM," 2,350.00 ", 6.50 ," 15,275.00 "
ASHANTI,AHAFO ANO NORTH,2012,COCOYAM," 6,115.00 ", 6.00 ," 36,690.00 "
ASHANTI,AHAFO ANO SOUTH,2012,COCOYAM," 9,500.00 ", 6.00 ," 57,000.00 "
ASHANTI,ATWIMA MPONUA,2012,COCOYAM," 6,100.00 ", 5.50 ," 33,550.00 "
ASHANTI,ATWIMA NWABIAGYA,2012,COCOYAM," 5,000.00 ", 5.00 ," 25,000.00 "
ASHANTI,EJUSU JUABEN,2012,COCOYAM," 2,214.00 ", 6.00 ," 13,284.00 "
ASHANTI,BOSUMTWE,2012,COCOYAM, 430.00 , 6.00 ," 2,580.00 "
ASHANTI,ATWIMA KWANWOMA,2012,COCOYAM, 550.00 , 6.00 ," 3,300.00 "
ASHANTI,KWABRE EAST,2012,COCOYAM," 1,720.00 ", 6.20 ," 10,664.00 "
ASHANTI,OFFINSO,2012,COCOYAM, 890.00 , 6.00 ," 5,340.00 "
ASHANTI,OFFINSO NORTH,2012,COCOYAM, 950.00 , 4.50 ," 4,275.00 "
ASHANTI,ADANSI NORTH,2012,COCOYAM, 980.00 , 5.50 ," 5,390.00 "
ASHANTI,OBUASI MUNICIPAL (ADANSI WEST),2012,COCOYAM, 430.00 , 5.00 ," 2,150.00 "
ASHANTI,ADANSI  SOUTH,2012,COCOYAM," 2,100.00 ", 6.30 ," 13,230.00 "
ASHANTI,ASANTE AKIM NORTH,2012,COCOYAM," 1,100.00 ", 6.50 ," 7,150.00 "
ASHANTI,ASANTE AKIM SOUTH,2012,COCOYAM," 8,140.00 ", 5.50 ," 44,770.00 "
ASHANTI,KUMASI METROPOLITAN ASSEMBLY,2012,COCOYAM, 8.00 , 4.00 , 32.00 
ASHANTI,BEKWAI MUNICIPAL (AMANSIE EAST),2012,PLANTAIN," 3,500.00 ", 10.53 ," 36,855.00 "
ASHANTI,BOSOME FREHO,2012,PLANTAIN," 4,500.00 ", 10.20 ," 45,900.00 "
ASHANTI,AMANSIE CENTRAL,2012,PLANTAIN," 4,691.00 ", 8.89 ," 41,702.99 "
ASHANTI,AMANSIE WEST,2012,PLANTAIN," 3,500.00 ", 10.53 ," 36,855.00 "
ASHANTI,EJURA SEKYEREDUMASE,2012,PLANTAIN, 840.00 , 8.60 ," 7,224.00 "
ASHANTI,MAMPONG MUNICIPAL (SEKYERE WEST) ,2012,PLANTAIN," 1,510.00 ", 10.00 ," 15,100.00 "
ASHANTI,SEKYERE CENTRAL,2012,PLANTAIN," 2,550.00 ", 10.60 ," 27,030.00 "
ASHANTI,SEKYERE EAST,2012,PLANTAIN," 1,430.00 ", 12.00 ," 17,160.00 "
ASHANTI,SEKYERE AFRAM PLAINS,2012,PLANTAIN," 1,200.00 ", 9.16 ," 10,992.00 "
ASHANTI,SEKYERE SOUTH,2012,PLANTAIN," 2,400.00 ", 8.80 ," 21,120.00 "
ASHANTI,AFIGYA KWABRE,2012,PLANTAIN," 2,300.00 ", 10.00 ," 23,000.00 "
ASHANTI,AHAFO ANO NORTH,2012,PLANTAIN," 7,280.00 ", 10.70 ," 77,896.00 "
ASHANTI,AHAFO ANO SOUTH,2012,PLANTAIN," 7,800.00 ", 8.80 ," 68,640.00 "
ASHANTI,ATWIMA MPONUA,2012,PLANTAIN," 8,300.00 ", 9.80 ," 81,340.00 "
ASHANTI,ATWIMA NWABIAGYA,2012,PLANTAIN," 4,600.00 ", 9.80 ," 45,080.00 "
ASHANTI,EJUSU JUABEN,2012,PLANTAIN," 3,500.00 ", 9.50 ," 33,250.00 "
ASHANTI,BOSUMTWE,2012,PLANTAIN," 1,840.00 ", 9.50 ," 17,480.00 "
ASHANTI,ATWIMA KWANWOMA,2012,PLANTAIN," 1,250.00 ", 9.50 ," 11,875.00 "
ASHANTI,KWABRE EAST,2012,PLANTAIN," 1,560.00 ", 10.50 ," 16,380.00 "
ASHANTI,OFFINSO,2012,PLANTAIN," 2,200.00 ", 10.50 ," 23,100.00 "
ASHANTI,OFFINSO NORTH,2012,PLANTAIN," 4,300.00 ", 10.10 ," 43,430.00 "
ASHANTI,ADANSI NORTH,2012,PLANTAIN," 4,340.00 ", 10.20 ," 44,268.00 "
ASHANTI,OBUASI MUNICIPAL (ADANSI WEST),2012,PLANTAIN, 900.00 , 10.20 ," 9,180.00 "
ASHANTI,ADANSI  SOUTH,2012,PLANTAIN," 2,850.00 ", 10.20 ," 29,070.00 "
ASHANTI,ASANTE AKIM NORTH,2012,PLANTAIN," 10,000.00 ", 11.00 ," 110,000.00 "
ASHANTI,ASANTE AKIM SOUTH,2012,PLANTAIN," 7,600.00 ", 11.50 ," 87,400.00 "
ASHANTI,KUMASI METROPOLITAN ASSEMBLY,2012,PLANTAIN, 905.00 , 10.00 ," 9,050.00 "
ASHANTI,EJURA SEKYEREDUMASE,2012,GROUNDNUT," 4,500.00 ", 1.40 ," 6,300.00 "
ASHANTI,MAMPONG MUNICIPAL (SEKYERE WEST) ,2012,GROUNDNUT, 380.00 , 1.30 , 494.00 
ASHANTI,SEKYERE CENTRAL,2012,GROUNDNUT, 220.00 , 1.25 , 275.00 
ASHANTI,SEKYERE AFRAM PLAINS,2012,GROUNDNUT, 77.00 , 1.00 , 77.00 
ASHANTI,SEKYERE SOUTH,2012,GROUNDNUT, 40.00 , 1.30 , 52.00 
ASHANTI,AFIGYA KWABRE,2012,GROUNDNUT, 22.00 , 1.30 , 28.60 
ASHANTI,OFFINSO,2012,GROUNDNUT, 195.00 , 1.30 , 253.50 
ASHANTI,OFFINSO NORTH,2012,GROUNDNUT, 587.00 , 1.40 , 821.80 
ASHANTI,EJURA SEKYEREDUMASE,2012,COWPEA," 6,580.00 ", 0.35 ," 2,303.00 "
ASHANTI,MAMPONG MUNICIPAL (SEKYERE WEST) ,2012,COWPEA, 620.00 , 0.35 , 217.00 
ASHANTI,SEKYERE CENTRAL,2012,COWPEA, 400.00 , 0.35 , 140.00 
ASHANTI,SEKYERE SOUTH,2012,COWPEA, 45.00 ,, -   
ASHANTI,AFIGYA KWABRE,2012,COWPEA, 35.00 ,, -   
ASHANTI,AHAFO ANO NORTH,2012,COWPEA, 80.00 , 0.50 , 40.00 
ASHANTI,ATWIMA NWABIAGYA,2012,COWPEA, 30.00 ,, -   
ASHANTI,BOSUMTWE,2012,COWPEA, 70.00 , 0.35 , 24.50 
ASHANTI,OFFINSO,2012,COWPEA, 214.00 , 0.35 , 74.90 
ASHANTI,OFFINSO NORTH,2012,COWPEA, 321.00 , 0.36 , 115.56 
ASHANTI,ASANTE AKIM NORTH,2012,COWPEA, 65.00 , 0.45 , 29.25 
BRONG AHAFO, WENCHI MUNICIPAL ,2012,SORGHUM, 111.00 , 1.18 , 130.98 
BRONG AHAFO,NKORANZA SOUTH,2012,SORGHUM, 42.00 , 1.02 , 42.84 
BRONG AHAFO,NKORANZA NORTH,2012,SORGHUM, 52.00 , 1.02 , 53.04 
BRONG AHAFO,KINTAMPO NORTH,2012,SORGHUM, 165.00 , 1.12 , 184.80 
BRONG AHAFO,ATEBUBU -AMANTIN,2012,SORGHUM, 132.00 , 1.87 , 246.84 
BRONG AHAFO,TAIN,2012,SORGHUM, 150.00 , 1.23 , 184.50 
BRONG AHAFO, SUNYANI MUNICIPAL ,2012,COCOYAM, 668.40 , 4.52 ," 3,021.17 "
BRONG AHAFO,SUNYANI WEST,2012,COCOYAM," 1,003.00 ", 4.53 ," 4,543.59 "
BRONG AHAFO,ASUTIFI,2012,COCOYAM," 14,323.00 ", 7.06 ," 101,120.38 "
BRONG AHAFO,DORMAA MUNICIPAL,2012,COCOYAM," 2,996.50 ", 5.58 ," 16,720.47 "
BRONG AHAFO,DORMAA EAST,2012,COCOYAM," 1,513.00 ", 4.20 ," 6,354.60 "
BRONG AHAFO,BEREKUM,2012,COCOYAM," 4,765.00 ", 6.99 ," 33,307.35 "
BRONG AHAFO,TANO NORTH,2012,COCOYAM," 1,855.00 ", 6.42 ," 11,909.10 "
BRONG AHAFO,TANO SOUTH,2012,COCOYAM," 2,411.00 ", 6.37 ," 15,358.07 "
BRONG AHAFO,NKORANZA SOUTH,2012,COCOYAM, 274.50 , 4.11 ," 1,128.20 "
BRONG AHAFO,NKORANZA NORTH,2012,COCOYAM, 335.50 , 4.13 ," 1,385.62 "
BRONG AHAFO,TECHIMAN MUNICIPAL,2012,COCOYAM," 1,542.00 ", 5.50 ," 8,481.00 "
BRONG AHAFO,ASUNAFO NORTH,2012,COCOYAM," 4,120.00 ", 7.71 ," 31,765.20 "
BRONG AHAFO,ASUNAFO SOUTH,2012,COCOYAM," 9,855.00 ", 7.66 ," 75,489.30 "
BRONG AHAFO,JAMAN NORTH,2012,COCOYAM, 924.00 , 7.08 ," 6,541.92 "
BRONG AHAFO,JAMAN SOUTH,2012,COCOYAM," 2,670.00 ", 6.99 ," 18,663.30 "
BRONG AHAFO,KINTAMPO NORTH,2012,COCOYAM, 214.00 , 5.02 ," 1,074.28 "
BRONG AHAFO,KINTAMPO SOUTH,2012,COCOYAM, 365.00 , 5.53 ," 2,018.45 "
BRONG AHAFO, SUNYANI MUNICIPAL ,2012,PLANTAIN," 2,642.00 ", 12.14 ," 32,073.88 "
BRONG AHAFO,SUNYANI WEST,2012,PLANTAIN," 3,229.05 ", 12.15 ," 39,232.96 "
BRONG AHAFO,ASUTIFI,2012,PLANTAIN," 17,562.00 ", 16.89 ," 296,622.18 "
BRONG AHAFO, WENCHI MUNICIPAL ,2012,PLANTAIN, 989.00 , 7.77 ," 7,684.53 "
BRONG AHAFO,DORMAA MUNICIPAL,2012,PLANTAIN," 3,035.50 ", 10.23 ," 31,053.17 "
BRONG AHAFO,DORMAA EAST,2012,PLANTAIN," 1,938.00 ", 9.56 ," 18,527.28 "
BRONG AHAFO,BEREKUM,2012,PLANTAIN," 3,525.00 ", 9.87 ," 34,791.75 "
BRONG AHAFO,TANO NORTH,2012,PLANTAIN," 4,231.00 ", 12.51 ," 52,929.81 "
BRONG AHAFO,TANO SOUTH,2012,PLANTAIN," 4,433.00 ", 12.11 ," 53,683.63 "
BRONG AHAFO,NKORANZA SOUTH,2012,PLANTAIN, 522.00 , 7.24 ," 3,779.28 "
BRONG AHAFO,NKORANZA NORTH,2012,PLANTAIN," 4,577.00 ", 7.25 ," 33,183.25 "
BRONG AHAFO,TECHIMAN MUNICIPAL,2012,PLANTAIN," 3,745.00 ", 11.05 ," 41,382.25 "
BRONG AHAFO,ASUNAFO NORTH,2012,PLANTAIN," 3,745.00 ", 18.31 ," 68,570.95 "
BRONG AHAFO,ASUNAFO SOUTH,2012,PLANTAIN," 11,891.00 ", 19.41 ," 230,804.31 "
BRONG AHAFO,JAMAN NORTH,2012,PLANTAIN, 532.00 , 9.05 ," 4,814.60 "
BRONG AHAFO,JAMAN SOUTH,2012,PLANTAIN," 1,270.00 ", 8.61 ," 10,934.70 "
BRONG AHAFO,KINTAMPO NORTH,2012,PLANTAIN, 46.00 , 6.81 , 313.26 
BRONG AHAFO,KINTAMPO SOUTH,2012,PLANTAIN, 53.00 , 8.04 , 426.12 
BRONG AHAFO,ATEBUBU -AMANTIN,2012,PLANTAIN, 10.50 , 0.81 , 8.51 
BRONG AHAFO,TAIN,2012,PLANTAIN, 57.20 , 6.61 , 378.09 
BRONG AHAFO, WENCHI MUNICIPAL ,2012,GROUNDNUT, 778.00 , 0.81 , 630.18 
BRONG AHAFO,SENE,2012,GROUNDNUT," 2,995.00 ", 1.11 ," 3,324.45 "
BRONG AHAFO,NKORANZA SOUTH,2012,GROUNDNUT," 2,110.00 ", 0.91 ," 1,920.10 "
BRONG AHAFO,TECHIMAN MUNICIPAL,2012,GROUNDNUT, 214.00 , 1.00 , 214.00 
BRONG AHAFO,KINTAMPO NORTH,2012,GROUNDNUT," 2,010.00 ", 1.35 ," 2,713.50 "
BRONG AHAFO,ATEBUBU -AMANTIN,2012,GROUNDNUT," 1,524.00 ", 1.55 ," 2,362.20 "
BRONG AHAFO,PRU,2012,GROUNDNUT," 1,678.00 ", 1.44 ," 2,416.32 "
BRONG AHAFO,TAIN,2012,GROUNDNUT, 605.00 , 1.23 , 744.15 
BRONG AHAFO, WENCHI MUNICIPAL ,2012,COWPEA," 2,305.00 ", 0.87 ," 2,005.35 "
BRONG AHAFO,NKORANZA SOUTH,2012,COWPEA," 2,770.00 ", 0.89 ," 2,465.30 "
BRONG AHAFO,TECHIMAN MUNICIPAL,2012,COWPEA, 703.00 , 1.20 , 843.60 
BRONG AHAFO,KINTAMPO NORTH,2012,COWPEA, 860.00 , 1.23 ," 1,057.80 "
BRONG AHAFO,ATEBUBU -AMANTIN,2012,COWPEA, 485.00 , 1.28 , 620.80 
BRONG AHAFO,TAIN,2012,COWPEA, 460.00 , 1.24 , 570.40 
UPPER EAST,BUILSA,2012,MILLET," 9,140.00 ", 0.80 ," 7,312.00 "
UPPER EAST,KASINA-NANKANA,2012,MILLET," 4,936.00 ", 1.11 ," 5,478.96 "
UPPER EAST,BOLGATANGA MUNICIPAL,2012,MILLET," 3,200.00 ", 0.80 ," 2,560.00 "
UPPER EAST,BAWKU MUNICIPAL,2012,MILLET," 10,391.00 ", 0.98 ," 10,183.18 "
UPPER EAST,BAWKU WEST,2012,MILLET," 11,220.00 ", 1.20 ," 13,464.00 "
UPPER EAST,BONGO,2012,MILLET," 5,500.00 ", 0.60 ," 3,300.00 "
UPPER EAST,GARU TEMPANE,2012,MILLET," 6,800.00 ", 0.90 ," 6,120.00 "
UPPER EAST,TALENSI NABDAM,2012,MILLET," 4,820.00 ", 0.60 ," 2,892.00 "
UPPER EAST,BUILSA,2012,SORGHUM," 8,650.00 ", 1.20 ," 10,380.00 "
UPPER EAST,KASINA-NANKANA,2012,SORGHUM," 6,344.00 ", 1.18 ," 7,485.92 "
UPPER EAST,BOLGATANGA MUNICIPAL,2012,SORGHUM," 3,840.00 ", 1.10 ," 4,224.00 "
UPPER EAST,BAWKU MUNICIPAL,2012,SORGHUM," 8,895.00 ", 0.99 ," 8,806.05 "
UPPER EAST,BAWKU WEST,2012,SORGHUM," 10,750.00 ", 1.30 ," 13,975.00 "
UPPER EAST,BONGO,2012,SORGHUM," 4,500.00 ", 1.00 ," 4,500.00 "
UPPER EAST,GARU TEMPANE,2012,SORGHUM," 6,970.00 ", 0.60 ," 4,182.00 "
UPPER EAST,TALENSI NABDAM,2012,SORGHUM," 4,220.00 ", 1.20 ," 5,064.00 "
UPPER EAST,BUILSA,2012,GROUNDNUT," 9,760.00 ", 1.30 ," 12,688.00 "
UPPER EAST,KASINA-NANKANA,2012,GROUNDNUT," 11,627.00 ", 1.01 ," 11,743.27 "
UPPER EAST,BOLGATANGA MUNICIPAL,2012,GROUNDNUT," 9,600.00 ", 1.20 ," 11,520.00 "
UPPER EAST,BAWKU MUNICIPAL,2012,GROUNDNUT," 4,566.00 ", 0.90 ," 4,109.40 "
UPPER EAST,BAWKU WEST,2012,GROUNDNUT," 10,250.00 ", 1.20 ," 12,300.00 "
UPPER EAST,BONGO,2012,GROUNDNUT," 6,700.00 ", 0.70 ," 4,690.00 "
UPPER EAST,GARU TEMPANE,2012,GROUNDNUT," 6,600.00 ", 0.60 ," 3,960.00 "
UPPER EAST,TALENSI NABDAM,2012,GROUNDNUT," 4,600.00 ", 1.00 ," 4,600.00 "
UPPER EAST,BUILSA,2012,COWPEA," 2,870.00 ", 0.50 ," 1,435.00 "
UPPER EAST,KASINA-NANKANA,2012,COWPEA, 841.00 , 1.50 ," 1,261.50 "
UPPER EAST,BOLGATANGA MUNICIPAL,2012,COWPEA," 2,630.00 ", 0.30 , 789.00 
UPPER EAST,BAWKU MUNICIPAL,2012,COWPEA," 4,074.00 ", 1.30 ," 5,296.20 "
UPPER EAST,BAWKU WEST,2012,COWPEA," 3,560.00 ", 0.80 ," 2,848.00 "
UPPER EAST,BONGO,2012,COWPEA," 1,780.00 ", 1.20 ," 2,136.00 "
UPPER EAST,GARU TEMPANE,2012,COWPEA," 4,550.00 ", 0.80 ," 3,640.00 "
UPPER EAST,TALENSI NABDAM,2012,COWPEA," 2,750.00 ", 0.55 ," 1,512.50 "
UPPER WEST,WA WEST,2012,MILLET," 6,870.00 ", 0.42 ," 2,885.40 "
UPPER WEST,WA EAST,2012,MILLET," 6,500.00 ", 0.79 ," 5,135.00 "
UPPER WEST,WA MUNICIPAL,2012,MILLET," 6,630.00 ", 1.00 ," 6,630.00 "
UPPER WEST,LAWRA,2012,MILLET," 9,658.00 ", 1.07 ," 10,334.06 "
UPPER WEST,SISSALA EAST,2012,MILLET," 3,400.00 ", 1.20 ," 4,080.00 "
UPPER WEST,SISSALA WEST,2012,MILLET," 4,660.00 ", 0.91 ," 4,240.60 "
UPPER WEST,JIRAPA,2012,MILLET," 8,718.40 ", 0.38 ," 3,312.99 "
UPPER WEST,LAMBUSSIE-KARNI,2012,MILLET," 5,501.60 ", 0.54 ," 2,970.86 "
UPPER WEST,NADOWLI,2012,MILLET," 9,120.00 ", 0.91 ," 8,299.20 "
UPPER WEST,WA WEST,2012,SORGHUM," 6,850.00 ", 0.71 ," 4,838.32 "
UPPER WEST,WA EAST,2012,SORGHUM," 4,130.00 ", 0.82 ," 3,394.11 "
UPPER WEST,WA MUNICIPAL,2012,SORGHUM," 6,430.00 ", 0.88 ," 5,640.97 "
UPPER WEST,LAWRA,2012,SORGHUM," 35,067.00 ", 1.15 ," 40,327.05 "
UPPER WEST,SISSALA EAST,2012,SORGHUM, 755.00 , 1.50 ," 1,132.50 "
UPPER WEST,SISSALA WEST,2012,SORGHUM," 8,880.00 ", 0.79 ," 7,049.56 "
UPPER WEST,JIRAPA,2012,SORGHUM," 11,958.80 ", 0.52 ," 6,244.69 "
UPPER WEST,LAMBUSSIE-KARNI,2012,SORGHUM," 7,141.20 ", 0.57 ," 4,070.48 "
UPPER WEST,NADOWLI,2012,SORGHUM," 19,040.00 ", 0.84 ," 16,011.41 "
UPPER WEST,WA WEST,2012,GROUNDNUT," 19,410.00 ", 1.50 ," 29,115.00 "
UPPER WEST,WA EAST,2012,GROUNDNUT," 12,720.00 ", 1.20 ," 15,264.00 "
UPPER WEST,WA MUNICIPAL,2012,GROUNDNUT," 15,675.00 ", 1.11 ," 17,399.25 "
UPPER WEST,LAWRA,2012,GROUNDNUT," 6,018.00 ", 1.57 ," 9,448.26 "
UPPER WEST,SISSALA EAST,2012,GROUNDNUT," 7,725.00 ", 1.00 ," 7,725.00 "
UPPER WEST,SISSALA WEST,2012,GROUNDNUT," 8,170.00 ", 1.67 ," 13,643.90 "
UPPER WEST,JIRAPA,2012,GROUNDNUT," 12,972.00 ", 1.35 ," 17,512.20 "
UPPER WEST,LAMBUSSIE-KARNI,2012,GROUNDNUT," 8,528.00 ", 0.80 ," 6,822.40 "
UPPER WEST,NADOWLI,2012,GROUNDNUT," 30,085.00 ", 0.88 ," 26,474.80 "
UPPER WEST,WA WEST,2012,COWPEA," 4,750.00 ", 1.07 ," 5,082.50 "
UPPER WEST,WA EAST,2012,COWPEA," 5,470.00 ", 0.93 ," 5,087.10 "
UPPER WEST,WA MUNICIPAL,2012,COWPEA," 4,550.00 ", 1.29 ," 5,869.50 "
UPPER WEST,LAWRA,2012,COWPEA, 244.00 , 1.57 , 383.08 
UPPER WEST,SISSALA EAST,2012,COWPEA," 1,926.00 ", 1.15 ," 2,214.90 "
UPPER WEST,SISSALA WEST,2012,COWPEA," 11,655.00 ", 1.13 ," 13,170.15 "
UPPER WEST,JIRAPA,2012,COWPEA," 7,166.20 ", 1.02 ," 7,309.52 "
UPPER WEST,LAMBUSSIE-KARNI,2012,COWPEA," 4,783.80 ", 0.60 ," 2,870.28 "
